,rank,title,website,employees,sector,industry,hqlocation,hqaddr,hqcity,hqstate,hqzip,hqtel,ceo,ceo_title,address,ticker,fullname,revenues,revchange,profits,prftchange,assets,totshequity,uid
427,428,Alleghany,http://www.alleghany.com,3420,Financials,Insurance: Property and Casualty (Stock),"New York, NY",1411 Broadway,New York,NY,10018,212-752-1356,Weston M. Hicks,"President, Chief Executive Officer & Director","1411 Broadway, New York, NY 10018",Y,Alleghany Corporation,6131,22.6,456.9,-18.5,23757,7940.0,77e578a79da28c29b877968465fef1d0
428,429,Expeditors International of Washington,http://www.expeditors.com,16000,Transportation,Transportation and Logistics,"Seattle, WA",1015 Third Ave.,Seattle,WA,98104,206-674-3400,Jeffrey S. Musser,"President, Chief Executive Officer & Director","1015 Third Ave., Seattle, WA 98104",EXPD,"Expeditors International of Washington, Inc.",6098,-7.8,430.8,-5.8,2791,1845.0,a1a7053b6e48d70a55456d45ac306dca
429,430,Avery Dennison,http://www.averydennison.com,25000,Materials,"Packaging, Containers","Glendale, CA",207 Goode Ave.,Glendale,CA,91203,626-304-2000,Mitchell R. Butier,"President, Chief Executive Officer & Director","207 Goode Ave., Glendale, CA 91203",AVY,Avery Dennison Corporation,6087,2.0,320.7,16.9,4396,926.0,8cfb8211ab399df07967037aa3376cb9
430,431,Ameren,http://www.ameren.com,8629,Energy,Utilities: Gas and Electric,"St. Louis, MO",1901 Chouteau Ave.,St. Louis,MO,63103,314-621-3222,Warner L. Baxter,"Chairman, President & Chief Executive Officer","1901 Chouteau Ave., St. Louis, MO 63103",AEE,Ameren Corporation,6076,-0.4,653.0,3.7,24699,7103.0,7434e643373bb0eb2598602b37d37b44
431,432,Hanesbrands,http://www.hanes.com,67800,Apparel,Apparel,"Winston-Salem, NC",1000 E. Hanes Mill Rd.,Winston-Salem,NC,27105,336-519-8080,Gerald W. Evans Jr.,Chief Executive Officer & Director,"1000 E. Hanes Mill Rd., Winston-Salem, NC 27105",HBI,Hanesbrands Inc.,6063,5.8,539.4,25.8,6908,1224.0,58eed7906acb0f405630a25ce494da44
432,433,Motorola Solutions,http://www.motorolasolutions.com,14000,Technology,Network and Other Communications Equipment,"Chicago, IL",500 W. Monroe St.,Chicago,IL,60661,847-576-5000,Gregory Q. Brown,Chairman & Chief Executive Officer,"500 W. Monroe St., Chicago, IL 60661",MSI,"Motorola Solutions, Inc.",6038,6.0,560.0,-8.2,8463,-964.0,571d8830bf6d8517ea67f83dc3db3f1a
433,434,St. Jude Medical,http://www.abbott.com,18000,Health Care,Medical Products and Equipment,"St. Paul, MN",1 St. Jude Medical Dr.,St. Paul,MN,55117,651-756-2000,Miles D. White,Chairman & Chief Executive Officer,"1 St. Jude Medical Dr., St. Paul, MN 55117",MSI,"St. Jude Medical, Inc.",6004,8.4,734.0,-16.6,12578,4578.0,78af9ef7afcc74e0ab048a18f099cdcc
434,435,Harley-Davidson,http://www.harley-davidson.com,6000,Transportation,Transportation Equipment,"Milwaukee, WI",3700 W. Juneau Ave.,Milwaukee,WI,53208,414-342-4680,Matthew S. Levatich,"President, Chief Executive Officer & Director","3700 W. Juneau Ave., Milwaukee, WI 53208",HOG,"Harley-Davidson, Inc.",5997,8.4,692.2,-8.0,9890,1920.0,549e8d5367f1b24d44c9b8517f33d871
435,436,Regions Financial,http://www.regions.com,22166,Financials,Commercial Banks,"Birmingham, AL",1900 Fifth Ave. N.,Birmingham,AL,35203,800-734-4667,O.B. Grayson Hall Jr.,"Chairman, President & Chief Executive Officer","1900 Fifth Ave. N., Birmingham, AL 35203",RF,Regions Financial Corporation,5967,5.2,1163.0,9.5,125968,16664.0,8db812fe2344c6e2cf61b8d8969cd7a3
436,437,Intercontinental Exchange,http://www.theice.com,5631,Financials,Securities,"Atlanta, GA",5660 New Northside Dr.,Atlanta,GA,30328,770-857-4700,Jeffrey C. Sprecher,Chairman & Chief Executive Officer,"5660 New Northside Dr., Atlanta, GA 30328",ICE,"Intercontinental Exchange, Inc.",5958,27.3,1422.0,11.6,82003,15717.0,57174634cbc00784ec6164c15755f48e
437,438,Alaska Air Group,http://www.alaskaair.com,19112,Transportation,Airlines,"Seattle, WA",19300 International Blvd.,Seattle,WA,98188,206-392-5040,Bradley D. Tilden,"Chairman, President & Chief Executive Officer","19300 International Blvd., Seattle, WA 98188",ALK,"Alaska Air Group, Inc.",5931,5.9,814.0,-4.0,9962,2931.0,a36bc88c4771ebbb197832fcd27aa7f5
438,439,Old Republic International,http://www.oldrepublic.com,8500,Financials,Insurance: Property and Casualty (Stock),"Chicago, IL",307 N. Michigan Ave.,Chicago,IL,60601,312-346-8100,Aldo C. Zucaro,Chairman & Chief Executive Officer,"307 N. Michigan Ave., Chicago, IL 60601",ORI,Old Republic International Corporation,5901,2.3,466.9,10.6,18592,4472.0,dfc1086859bee4aa0802e2137929c47c
439,440,Lam Research,http://www.lamresearch.com,7500,Technology,Semiconductors and Other Electronic Components,"Fremont, CA",4650 Cushing Pkwy.,Fremont,CA,94538,510-572-0200,Martin B. Anstice,"President, Chief Executive Officer & Director","4650 Cushing Pkwy., Fremont, CA 94538",LRCX,Lam Research Corporation,5886,11.9,914.0,39.4,12272,5895.0,4d3c3c351030e7de89f40d0753b4fdc0
440,441,AK Steel Holding,http://www.aksteel.com,8500,Materials,Metals,"West Chester, OH",9227 Centre Pointe Dr.,West Chester,OH,45069,513-425-5000,Roger K. Newport,Chief Executive Officer & Director,"9227 Centre Pointe Dr., West Chester, OH 45069",AKS,AK Steel Holding Corporation,5883,-12.1,-7.8,39.4,4036,-272.0,adefd591caf319ba981d67478adddd1c
441,442,Rockwell Automation,http://www.rockwellautomation.com,22000,Industrials,"Electronics, Electrical Equipment","Milwaukee, WI",1201 S. Second St.,Milwaukee,WI,53204,414-382-2000,Blake D. Moret,Chief Executive Officer & Director,"1201 S. Second St., Milwaukee, WI 53204",ROK,"Rockwell Automation, Inc.",5880,-6.8,729.7,-11.8,7101,1990.0,69b549e38490b6585c05b74da8fcb065
442,443,Adobe Systems,http://www.adobe.com,15706,Technology,Computer Software,"San Jose, CA",345 Park Ave.,San Jose,CA,95110,408-536-6000,Shantanu Narayen,"Chairman, President & Chief Executive Officer","345 Park Ave., San Jose, CA 95110",ADBE,Adobe Systems Incorporated,5854,22.1,1168.8,85.7,12707,7425.0,3aac8f0fe989f82ae38b79d8745e9f60
443,444,Avon Products,http://www.avoninvestor.com,26400,Household Products,Household and Personal Products,"Rye, NY",601 Midland Ave.,Rye,NY,10580,914-935-2000,Sherilyn S. McCoy,Chief Executive Officer & Director,"601 Midland Ave., Rye, NY 10580",AVP,"Avon Products, Inc.",5853,-18.4,-107.6,85.7,3419,-848.0,902ec42eaa958fab0e4fe2c36e87668c
444,445,Terex,http://www.terex.com,18100,Industrials,Construction and Farm Machinery,"Westport, CT",200 Nyala Farm Rd.,Westport,CT,6880,203-222-7170,John L. Garrison Jr.,"President, Chief Executive Officer & Director","200 Nyala Farm Rd., Westport, CT 06880",TEX,Terex Corporation,5841,-10.7,-176.1,-220.7,5007,1484.7,db43a38fb572a26fe71397aa1ee7ed0a
445,446,NVR,http://www.nvrinc.com,4900,Engineering & Construction,Homebuilders,"Reston, VA",11700 Plaza America Dr.,Reston,VA,20190,703-956-4000,Paul C. Saville,"President, Chief Executive Officer & Director","11700 Plaza America Dr., Reston, VA 20190",NVR,"NVR, Inc.",5835,12.9,425.3,11.1,2644,1304.0,de7c23d683831e12becdef79d1614ed3
446,447,Dana,http://www.dana.com,24900,Motor Vehicles & Parts,Motor Vehicles and Parts,"Maumee, OH",3939 Technology Dr.,Maumee,OH,43537,419-887-3000,James K. Kamsickas,"President, Chief Executive Officer & Director","3939 Technology Dr., Maumee, OH 43537",DAN,Dana Incorporated,5826,-3.9,640.0,302.5,4860,1157.0,a6aacf816c1cf91b989dafe951022eff
447,448,Realogy Holdings,http://www.realogy.com,11800,Financials,Real Estate,"Madison, NJ",175 Park Ave.,Madison,NJ,7940,973-407-2000,Richard A. Smith,"Chairman, President & Chief Executive Officer","175 Park Ave., Madison, NJ 07940",RLGY,Realogy Holdings Corp.,5810,1.8,213.0,15.8,7421,2464.0,a3e27833d8904ccb48b731e37b2d3108
448,449,American Tower,http://www.americantower.com,4507,Telecommunications,Telecommunications,"Boston, MA",116 Huntington Ave.,Boston,MA,2116,617-375-7500,James D. Taiclet Jr.,"Chairman, President & Chief Executive Officer","116 Huntington Ave., Boston, MA 02116",AMT,American Tower Corporation,5786,21.3,956.4,39.6,30879,6764.0,91602023717483c3d96062f61c5bb476
449,450,Packaging Corp. of America,http://www.packagingcorp.com,14000,Materials,"Packaging, Containers","Lake Forest, IL",1955 W. Field Court,Lake Forest,IL,60045,847-482-3000,Mark W. Kowlzan,Chairman & Chief Executive Officer,"1955 W. Field Court, Lake Forest, IL 60045",PKG,Packaging Corporation of America,5779,0.6,449.6,2.9,5777,1760.0,b70755c10df3ef26285098b64f2b0e56
450,451,Citizens Financial Group,http://www.citizensbank.com,17600,Financials,Commercial Banks,"Providence, RI",1 Citizens Plaza,Providence,RI,2903,401-456-7000,Bruce W. Van Saun,Chairman & Chief Executive Officer,"1 Citizens Plaza, Providence, RI 02903",CFG,"Citizens Financial Group, Inc.",5763,9.2,1045.0,24.4,149520,19747.0,0cf5ce594de54ac08e2f663202d6fa4e
451,452,United Rentals,http://www.unitedrentals.com,12500,Business Services,Miscellaneous,"Stamford, CT",100 First Stamford Place,Stamford,CT,6902,203-622-3131,Michael J. Kneeland,"President, Chief Executive Officer & Director","100 First Stamford Place, Stamford, CT 06902",URI,"United Rentals, Inc.",5762,-0.9,566.0,-3.2,11988,1648.0,d4acc8ed461525704717489876f213ba
452,453,Clorox,http://www.thecloroxcompany.com,8000,Household Products,Household and Personal Products,"Oakland, CA",1221 Broadway,Oakland,CA,94612,510-271-7000,Benno O. Dorer,Chairman & Chief Executive Officer,"1221 Broadway, Oakland, CA 94612",CLX,The Clorox Company,5761,1.7,648.0,11.7,4518,297.0,5c81c90dfe98f361c7595b1f45d63a10
453,454,Genesis Healthcare,http://www.genesishcc.com,82000,Health Care,Health Care: Medical Facilities,"Kennett Square, PA",101 E. State St.,Kennett Square,PA,19348,610-444-6350,George V. Hager Jr.,Chief Executive Officer & Director,"101 E. State St., Kennett Square, PA 19348",GEN,"Genesis Healthcare, Inc.",5733,2.0,-64.0,11.7,5779,-490.0,529268588efecf5f06c0dbcdc6340b0e
454,455,M&T Bank Corp.,http://www.mtb.com,16487,Financials,Commercial Banks,"Buffalo, NY",1 M&T Plaza,Buffalo,NY,14203,716-635-4000,Robert G. Wilmers,Chairman & Chief Executive Officer,"1 M&T Plaza, Buffalo, NY 14203",MTB,M&T Bank Corporation,5722,14.5,1315.1,21.8,123449,16487.0,19d57bd9d4a69983289f5eb4c21a18ea
455,456,Ingredion,http://www.ingredion.com,11000,"Food, Beverages & Tobacco",Food Production,"Westchester, IL",5 Westbrook Corporate Center,Westchester,IL,60154,708-551-2600,Ilene S. Gordon,"Chairman, President & Chief Executive Officer","5 Westbrook Corporate Center, Westchester, IL 60154",INGR,Ingredion Incorporated,5704,1.5,484.9,20.6,5782,2565.0,080e2718cfcbd969e1cbf87a2a9230d8
456,457,UGI,http://www.ugicorp.com,13105,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,King of Prussia,PA,19406,610-337-1000,John L. Walsh,"President, Chief Executive Officer & Director","460 N. Gulph Rd., King of Prussia, PA 19406",UGI,UGI Corporation,5686,-15.0,364.7,29.8,10847,2851.0,b1e3681932742e24b6d8682b79905440
457,458,Owens Corning,http://www.owenscorning.com,16000,Materials,"Building Materials, Glass","Toledo, OH",1 Owens Corning Pkwy.,Toledo,OH,43659,419-248-8000,Michael H. Thaman,"Chairman, President & Chief Executive Officer","1 Owens Corning Pkwy., Toledo, OH 43659",OC,Owens Corning,5677,6.1,393.0,19.1,7741,3849.0,a2a346374a9c9d507a778b6f531f4b98
458,459,S&P Global,http://www.spglobal.com,20000,Business Services,Financial Data Services,"New York, NY",55 Water St.,New York,NY,10041,212-438-1000,Douglas L. Peterson,"President, Chief Executive Officer & Director","55 Water St., New York, NY 10041",SPGI,S&P Global Inc.,5661,6.6,2106.0,82.2,8669,650.0,09b72d3a88a4b4667e00054780d8cc52
459,460,Markel,http://www.markelcorp.com,10900,Financials,Insurance: Property and Casualty (Stock),"Glen Allen, VA",4521 Highwoods Pkwy.,Glen Allen,VA,23060,804-747-0136,"Thomas S. Gayner, Richard R. Whitt III",Co-Chief Executive Officer & Director,"4521 Highwoods Pkwy., Glen Allen, VA 23060",MKL,Markel Corporation,5612,4.5,455.7,-21.8,25875,8461.0,e9dbfe0a2ef6a8bd8354088f55e3a34f
460,461,Wyndham Worldwide,http://www.wyndhamworldwide.com,37800,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Parsippany, NJ",22 Sylvan Way,Parsippany,NJ,7054,973-753-6000,Stephen P. Holmes,Chairman & Chief Executive Officer,"22 Sylvan Way, Parsippany, NJ 07054",WYN,Wyndham Worldwide Corporation,5599,1.1,611.0,-0.2,9819,714.0,ff8dd8ab193930c58c6551d165fccf26
461,462,Arthur J. Gallagher,http://www.ajg.com,24790,Financials,Diversified Financials,"Itasca, IL",2 Pierce Place,Itasca,IL,60143,630-773-3800,J. Patrick Gallagher Jr.,"Chairman, President & Chief Executive Officer","2 Pierce Place, Itasca, IL 60143",AJG,Arthur J. Gallagher & Co.,5595,3.8,414.4,16.1,11490,3597.0,13452f0fbaf920e599b6e64ba66a032c
462,463,Burlington Stores,http://www.burlingtonstores.com,40000,Retailing,Specialty Retailers: Apparel,"Burlington, NJ",2006 Route 130 N.,Burlington,NJ,8016,609-387-7800,Thomas A. Kingsbury,"Chairman, President & Chief Executive Officer","2006 Route 130 N., Burlington, NJ 08016",BURL,"Burlington Stores, Inc.",5591,9.0,215.9,43.5,2575,-50.0,162e3e41efc2b910101524c9cd33652b
463,464,First American Financial,http://www.firstam.com,19531,Financials,Insurance: Property and Casualty (Stock),"Santa Ana, CA",1 First American Way,Santa Ana,CA,92707,714-250-3000,Dennis J. Gilmore,Chief Executive Officer & Director,"1 First American Way, Santa Ana, CA 92707",FAF,First American Financial Corporation,5576,7.7,343.0,19.1,8832,3008.0,f026cb6cd68e2738b0ab860531492913
464,465,Symantec,http://www.symantec.com,11000,Technology,Computer Software,"Mountain View, CA",350 Ellis St.,Mountain View,CA,94043,650-527-8000,Gregory S. Clark,Chief Executive Officer & Director,"350 Ellis St., Mountain View, CA 94043",SYMC,Symantec Corporation,5568,-14.4,2488.0,183.4,11767,3676.0,928477a280577711999e5d6cd0cd2a30
465,466,Patterson,http://www.pattersoncompanies.com,7000,Wholesalers,Wholesalers: Health Care,"St. Paul, MN",1031 Mendota Heights Rd.,St. Paul,MN,55120,651-686-1600,James W. Wiltz,Interim President & CEO,"1031 Mendota Heights Rd., St. Paul, MN 55120",PDCO,"Patterson Companies, Inc.",5555,27.0,187.2,-16.2,3521,1442.0,593ab65db66ee842337cd969462d02aa
466,467,Olin,http://www.olin.com,6400,Chemicals,Chemicals,"Clayton, MO",190 Carondelet Plaza,Clayton,MO,63105,314-480-1400,John E. Fischer,"President, Chief Executive Officer & Director","190 Carondelet Plaza, Clayton, MO 63105",OLN,Olin Corporation,5551,94.5,-3.9,-16.2,8763,2273.0,30d31955c25e0c43cd7290803cf00f92
467,468,NetApp,http://www.netapp.com,12030,Technology,Computer Peripherals,"Sunnyvale, CA",495 E. Java Dr.,Sunnyvale,CA,94089,408-822-6000,George Kurian,"President, Chief Executive Officer & Director","495 E. Java Dr., Sunnyvale, CA 94089",NTAP,"NetApp, Inc.",5546,-9.4,229.0,-59.1,10037,2881.0,dd17db74c044dfb6a5e482ea4a0106cd
468,469,Raymond James Financial,http://www.raymondjames.com,11900,Financials,Securities,"St. Petersburg, FL",880 Carillon Pkwy.,St. Petersburg,FL,33716,727-567-1000,Paul C. Reilly,Chairman & Chief Executive Officer,"880 Carillon Pkwy., St. Petersburg, FL 33716",RJF,"Raymond James Financial, Inc.",5520,4.0,529.4,5.4,31594,4914.0,998c3272101a1b6f72cfddd082e78709
469,470,TravelCenters of America,http://www.ta-petrol.com,20259,Retailing,Specialty Retailers: Other,"Westlake, OH",24601 Center Ridge Rd.,Westlake,OH,44145,440-808-9100,Thomas M. O'Brien,"President, Chief Executive Officer & Director","24601 Center Ridge Rd., Westlake, OH 44145",TA,TravelCenters of America LLC,5511,-5.8,-2.0,-107.3,1660,552.0,df38c898c0b39e08bca2950242d9cffe
470,471,Fiserv,http://www.fiserv.com,23000,Business Services,Financial Data Services,"Brookfield, WI",255 Fiserv Dr.,Brookfield,WI,53045,262-879-5000,Jeffery W. Yabuki,"President, Chief Executive Officer & Director","255 Fiserv Dr., Brookfield, WI 53045",FISV,"Fiserv, Inc.",5505,4.8,930.0,30.6,9743,2541.0,7512fcbf3a79064cc77779030a0624f4
471,472,Host Hotels & Resorts,http://www.hosthotels.com,220,Financials,Real Estate,"Bethesda, MD",6903 Rockledge Dr.,Bethesda,MD,20817,240-744-1000,James F. Risoleo,"President, Chief Executive Officer & Director","6903 Rockledge Dr., Bethesda, MD 20817",HST,"Host Hotels & Resorts, Inc.",5488,1.9,762.0,36.6,11408,6994.0,6dccad87c8ec1f80d7ab5f7c3d2fddfb
472,473,Insight Enterprises,http://www.insight.com,5930,Wholesalers,Wholesalers: Electronics and Office Equipment,"Tempe, AZ",6820 S. Harl Ave.,Tempe,AZ,85283,480-333-3000,Kenneth T. Lamneck,"President, Chief Executive Officer & Director","6820 S. Harl Ave., Tempe, AZ 85283",NSIT,"Insight Enterprises, Inc.",5486,2.1,84.7,11.7,2219,713.0,a9d72ae5e22cb963f5bacdd829a071b6
473,474,Mattel,http://www.mattel.com,32000,Household Products,"Toys, Sporting Goods","El Segundo, CA",333 Continental Blvd.,El Segundo,CA,90245,310-252-2000,Margaret H. Georgiadis,Chief Executive Officer & Director,"333 Continental Blvd., El Segundo, CA 90245",MAT,"Mattel, Inc.",5457,-4.3,318.0,-13.9,6494,2408.0,7e53d3cc6fc258bbe6d1f138ad9f2232
474,475,AmTrust Financial Services,http://www.amtrustgroup.com,8000,Financials,Insurance: Property and Casualty (Stock),"New York, NY",59 Maiden Lane,New York,NY,10038,212-220-7120,Barry D. Zyskind,"Chairman, President & Chief Executive Officer","59 Maiden Lane, New York, NY 10038",AFSI,"AmTrust Financial Services, Inc.",5451,18.1,411.0,-8.8,22615,3269.0,d20a6e0135ee827ed2071f19e190f40d
475,476,Cincinnati Financial,http://www.cinfin.com,4754,Financials,Insurance: Property and Casualty (Stock),"Fairfield, OH",6200 S. Gilmore Rd.,Fairfield,OH,45014,513-870-2000,Steven J. Johnston,"President, Chief Executive Officer & Director","6200 S. Gilmore Rd., Fairfield, OH 45014",CINF,Cincinnati Financial Corporation,5449,6.0,590.7,-6.8,20386,7060.0,000ac48c66b4a040e29984a27684f8a2
476,477,Simon Property Group,http://www.simon.com,4050,Financials,Real Estate,"Indianapolis, IN",225 W. Washington St.,Indianapolis,IN,46204,317-636-1600,David E. Simon,Chairman & Chief Executive Officer,"225 W. Washington St., Indianapolis, IN 46204",SPG,"Simon Property Group, Inc.",5435,3.2,1838.9,0.6,31104,4310.0,e609147a86422ad1a3cdfeb932468404
477,478,Western Union,http://www.westernunion.com,10700,Business Services,Financial Data Services,"Englewood, CO",12500 E. Belford Ave.,Englewood,CO,80112,866-405-5012,Hikmet Ersek,"President, Chief Executive Officer & Director","12500 E. Belford Ave., Englewood, CO 80112",WU,The Western Union Company,5423,-1.1,253.2,-69.8,9420,902.0,e41533d0e5e098d38f84f6743428d1bd
478,479,KeyCorp,http://www.key.com,15700,Financials,Commercial Banks,"Cleveland, OH",127 Public Sq.,Cleveland,OH,44114,216-689-3000,Beth E. Mooney,"Chairman, President & Chief Executive Officer","127 Public Sq., Cleveland, OH 44114",KEY,KeyCorp,5422,19.4,791.0,-13.6,136453,15240.0,7e50dc540be94e66a87db01ceb5cc7fc
479,480,Delek US Holdings,http://www.delekus.com,1326,Energy,Petroleum Refining,"Brentwood, TN",7102 Commerce Way,Brentwood,TN,37027,615-771-6701,Ezra Uzi Yemin,"Chairman, President & Chief Executive Officer","7102 Commerce Way, Brentwood, TN 37027",DK,"Delek US Holdings, Inc.",5414,-6.0,-153.7,-892.3,2985,992.0,451c5faef8ee0e12a86b84d975afe791
480,481,Booz Allen Hamilton Holding,http://www.boozallen.com,22600,Technology,Information Technology Services,"McLean, VA",8283 Greensboro Dr.,McLean,VA,22102,703-902-5000,Horacio D. Rozanski,"President, Chief Executive Officer & Director","8283 Greensboro Dr., McLean, VA 22102",BAH,Booz Allen Hamilton Holding Corp.,5406,2.5,294.1,26.5,3010,409.0,baf783176c155119d011f83990918d0d
481,482,Chemours,http://www.chemours.com,7000,Chemicals,Chemicals,"Wilmington, DE",1007 Market St.,Wilmington,DE,19899,302-773-1000,Mark P. Vergnano,"President, Chief Executive Officer & Director","1007 Market St., Wilmington, DE 19899",CC,The Chemours Company,5400,2.5,7.0,26.5,6060,100.0,35cf6db003f2b5fbacf2eb438fb6b308
482,483,Western & Southern Financial Group,http://www.westernsouthern.com,2178,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",400 Broadway,Cincinnati,OH,45202,513-629-1800,John F. Barrett,"Chairman, President & Chief Executive Officer","400 Broadway, Cincinnati, OH 45202",CC,Western & Southern Mutual Holding Company,5398,0.8,241.2,-47.2,43831,5104.0,1ab45a3676fff287730afa0e55a602b8
483,484,Celanese,http://www.celanese.com,7293,Chemicals,Chemicals,"Irving, TX",222 W. Las Colinas Blvd.,Irving,TX,75039,972-443-4000,Mark C. Rohr,"Chairman, President & Chief Executive Officer","222 W. Las Colinas Blvd., Irving, TX 75039",CE,Celanese Corporation,5389,-5.0,900.0,196.1,8357,2588.0,833ab6fdd22144cdff9c3cb351724427
484,485,Windstream Holdings,http://www.windstream.com,11870,Telecommunications,Telecommunications,"Little Rock, AR",4001 Rodney Parham Rd.,Little Rock,AR,72212,501-748-7000,Anthony W. Thomas,"President, Chief Executive Officer & Director","4001 Rodney Parham Rd., Little Rock, AR 72212",WIN,"Windstream Holdings, Inc.",5387,-6.6,-383.5,-1499.6,11770,170.0,90632d1b3f6ce179166bf80ac0e16d4b
485,486,Seaboard,http://www.seaboardcorp.com,11781,"Food, Beverages & Tobacco",Food Production,"Merriam, KS",9000 W. 67th St.,Merriam,KS,66202,913-676-8800,Steven J. Bresky,"Chairman, President & Chief Executive Officer","9000 W. 67th St., Merriam, KS 66202",SEB,Seaboard Corporation,5379,-3.8,312.0,82.5,4755,3162.0,86ebdea5650778dedf208c76a02bedef
486,487,Essendant,http://www.essendant.com,6600,Wholesalers,Wholesalers: Electronics and Office Equipment,"Deerfield, IL",1 Parkway N. Blvd.,Deerfield,IL,60015,847-627-7000,Robert B. Aiken Jr.,"President, Chief Executive Officer & Director","1 Parkway N. Blvd., Deerfield, IL 60015",ESND,Essendant Inc.,5369,0.1,63.9,82.5,2164,781.0,a5301cd00197476d65c94491980462ce
487,488,Apache,http://www.apachecorp.com,3727,Energy,"Mining, Crude-Oil Production","Houston, TX",2000 Post Oak Blvd.,Houston,TX,77056,713-296-6000,John J. Christmann IV,"President, Chief Executive Officer & Director","2000 Post Oak Blvd., Houston, TX 77056",APA,Apache Corporation,5354,-19.5,-1405.0,82.5,22519,6238.0,bef1c7d4dedcb91b54e8e0b93f3bc6bb
488,489,Airgas,http://www.airgas.com,17000,Wholesalers,Wholesalers: Diversified,"Radnor, PA",259 N. Radnor-Chester Rd.,Radnor,PA,19087,610-687-5253,John J. Christmann IV,Chief Executive Officer & Director,"259 N. Radnor-Chester Rd., Radnor, PA 19087",APA,"Airgas, Inc.",5314,0.2,337.5,-8.3,6135,2045.0,a607ad7a6841002e0f9e62e897db3e85
489,490,Kelly Services,http://www.kellyservices.com,7500,Business Services,Temporary Help,"Troy, MI",999 W. Big Beaver Rd.,Troy,MI,48084,248-362-4444,George S. Corona,"President, Chief Executive Officer & Director","999 W. Big Beaver Rd., Troy, MI 48084",KELYA,"Kelly Services, Inc.",5277,-4.4,120.8,124.5,2028,1012.0,bba1c4a5d6acdf24507e85f5b8bc9e09
490,491,Liberty Media,http://www.libertymedia.com,3626,Media,Entertainment,"Englewood, CO",12300 Liberty Blvd.,Englewood,CO,80112,720-875-5400,Gregory B. Maffei,"President, Chief Executive Officer & Director","12300 Liberty Blvd., Englewood, CO 80112",LSXMA,Liberty Media Corporation,5276,10.0,680.0,962.5,31377,11756.0,41544efa4563855e5aa2bd32bc1f6fe3
491,492,Rockwell Collins,http://www.rockwellcollins.com,19000,Aerospace & Defense,Aerospace and Defense,"Cedar Rapids, IA",400 Collins Rd. N.E.,Cedar Rapids,IA,52498,319-295-1000,Robert K. Ortberg,"Chairman, President & Chief Executive Officer","400 Collins Rd. N.E., Cedar Rapids, IA 52498",COL,"Rockwell Collins, Inc.",5259,-0.1,728.0,6.1,7707,2078.0,e9f5ec604a00c835c25304ae33c2256d
492,493,Robert Half International,http://www.roberthalf.com,16400,Business Services,Temporary Help,"Menlo Park, CA",2884 Sand Hill Rd.,Menlo Park,CA,94025,650-234-6000,Harold M. Messmer Jr.,Chairman & Chief Executive Officer,"2884 Sand Hill Rd., Menlo Park, CA 94025",RHI,Robert Half International Inc.,5250,3.1,343.4,-4.0,1778,1087.0,3befadd62e4185d5c4f2c8d7033b9782
493,494,CH2M Hill,http://www.ch2m.com,20000,Engineering & Construction,"Engineering, Construction","Englewood, CO",9191 S. Jamaica St.,Englewood,CO,80112,303-771-0900,Jacqueline C. Hinman,"Chairman, President & Chief Executive Officer","9191 S. Jamaica St., Englewood, CO 80112",RHI,"CH2M HILL Companies, Ltd.",5236,-2.3,15.0,-81.3,2671,547.0,b9d322f11ccb3d89711bfb0d5d8d71ed
494,495,Big Lots,http://www.biglots.com,23150,Retailing,Specialty Retailers: Other,"Columbus, OH",300 Phillipi Rd.,Columbus,OH,43228,614-278-6800,David J. Campisi,"President, Chief Executive Officer & Director","300 Phillipi Rd., Columbus, OH 43228",BIG,"Big Lots, Inc.",5200,0.2,152.8,7.0,1608,651.0,51fe3aacf1416545cd63b2c37379b198
495,496,Michaels Cos.,http://www.michaels.com,31000,Retailing,Specialty Retailers: Other,"Irving, TX",8000 Bent Branch Dr.,Irving,TX,75063,972-409-1300,Carl S. Rubin,Chairman & Chief Executive Officer,"8000 Bent Branch Dr., Irving, TX 75063",MIK,"The Michaels Companies, Inc.",5197,5.8,378.2,4.2,2148,-1698.0,f5a111451d9b42e18692e248f606da49
496,497,Toll Brothers,http://www.tollbrothers.com,4200,Engineering & Construction,Homebuilders,"Horsham, PA",250 Gibraltar Rd.,Horsham,PA,19044,215-938-8000,Douglas C. Yearley Jr.,Chief Executive Officer & Director,"250 Gibraltar Rd., Horsham, PA 19044",TOL,"Toll Brothers, Inc.",5170,23.9,382.1,5.2,9737,4229.0,370fb723998cd5c2a1db53f8617e0548
497,498,Yahoo,http://www.yahoo.com,8500,Technology,Internet Services and Retailing,"Sunnyvale, CA",701 First Ave.,Sunnyvale,CA,94089,408-349-3300,Marissa A. Mayer,"President, Chief Executive Officer & Director","701 First Ave., Sunnyvale, CA 94089",YHOO,Yahoo! Inc.,5169,4.0,-214.3,5.2,48083,31049.0,c5f7ac7a3ec5f014723738c15891a896
498,499,Vistra Energy,http://www.vistraenergy.com,4431,Energy,Energy,"Dallas, TX",1601 Bryan St.,Dallas,TX,75201,214-812-4600,Curtis A. Morgan,"President, Chief Executive Officer & Director","1601 Bryan St., Dallas, TX 75201",VST,Vistra Energy Corp.,5164,4.0,-214.3,5.2,15167,6597.0,f0173f1282564d4438dcc038e580a85a
